reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value
2026-03-28,31,3,wk inc rsv hosp,2026-04-18,quantile,0.55,39.5
2026-03-28,31,3,wk inc rsv hosp,2026-04-18,quantile,0.6,40.5
2026-03-28,31,3,wk inc rsv hosp,2026-04-18,quantile,0.65,43
2026-03-28,31,3,wk inc rsv hosp,2026-04-18,quantile,0.7,43.5
2026-03-28,31,3,wk inc rsv hosp,2026-04-18,quantile,0.75,45
2026-03-28,31,3,wk inc rsv hosp,2026-04-18,quantile,0.8,46
2026-03-28,31,3,wk inc rsv hosp,2026-04-18,quantile,0.85,49
2026-03-28,31,3,wk inc rsv hosp,2026-04-18,quantile,0.9,51
2026-03-28,31,3,wk inc rsv hosp,2026-04-18,quantile,0.95,53
2026-03-28,31,3,wk inc rsv hosp,2026-04-18,quantile,0.975,58
2026-03-28,31,3,wk inc rsv hosp,2026-04-18,quantile,0.99,73
2026-03-28,32,-1,wk inc rsv hosp,2026-03-21,quantile,0.01,42
2026-03-28,32,-1,wk inc rsv hosp,2026-03-21,quantile,0.025,45
2026-03-28,32,-1,wk inc rsv hosp,2026-03-21,quantile,0.05,48
2026-03-28,32,-1,wk inc rsv hosp,2026-03-21,quantile,0.1,51
2026-03-28,32,-1,wk inc rsv hosp,2026-03-21,quantile,0.15,53
2026-03-28,32,-1,wk inc rsv hosp,2026-03-21,quantile,0.2,55
2026-03-28,32,-1,wk inc rsv hosp,2026-03-21,quantile,0.25,57
2026-03-28,32,-1,wk inc rsv hosp,2026-03-21,quantile,0.3,58
2026-03-28,32,-1,wk inc rsv hosp,2026-03-21,quantile,0.35,59
2026-03-28,32,-1,wk inc rsv hosp,2026-03-21,quantile,0.4,60
2026-03-28,32,-1,wk inc rsv hosp,2026-03-21,quantile,0.45,62
2026-03-28,32,-1,wk inc rsv hosp,2026-03-21,quantile,0.5,63
2026-03-28,32,-1,wk inc rsv hosp,2026-03-21,quantile,0.55,64
2026-03-28,32,-1,wk inc rsv hosp,2026-03-21,quantile,0.6,65
2026-03-28,32,-1,wk inc rsv hosp,2026-03-21,quantile,0.65,67
2026-03-28,32,-1,wk inc rsv hosp,2026-03-21,quantile,0.7,68
2026-03-28,32,-1,wk inc rsv hosp,2026-03-21,quantile,0.75,70
2026-03-28,32,-1,wk inc rsv hosp,2026-03-21,quantile,0.8,71
2026-03-28,32,-1,wk inc rsv hosp,2026-03-21,quantile,0.85,73
2026-03-28,32,-1,wk inc rsv hosp,2026-03-21,quantile,0.9,76
2026-03-28,32,-1,wk inc rsv hosp,2026-03-21,quantile,0.95,80
2026-03-28,32,-1,wk inc rsv hosp,2026-03-21,quantile,0.975,84
2026-03-28,32,-1,wk inc rsv hosp,2026-03-21,quantile,0.99,88.00999999999999
2026-03-28,32,0,wk inc rsv hosp,2026-03-28,quantile,0.01,24.75
2026-03-28,32,0,wk inc rsv hosp,2026-03-28,quantile,0.025,31.5
2026-03-28,32,0,wk inc rsv hosp,2026-03-28,quantile,0.05,34.5
2026-03-28,32,0,wk inc rsv hosp,2026-03-28,quantile,0.1,38.75
2026-03-28,32,0,wk inc rsv hosp,2026-03-28,quantile,0.15,40.5
2026-03-28,32,0,wk inc rsv hosp,2026-03-28,quantile,0.2,42.75
2026-03-28,32,0,wk inc rsv hosp,2026-03-28,quantile,0.25,45.25
2026-03-28,32,0,wk inc rsv hosp,2026-03-28,quantile,0.3,45.75
2026-03-28,32,0,wk inc rsv hosp,2026-03-28,quantile,0.35,46.75
2026-03-28,32,0,wk inc rsv hosp,2026-03-28,quantile,0.4,48.25
2026-03-28,32,0,wk inc rsv hosp,2026-03-28,quantile,0.45,50.25
2026-03-28,32,0,wk inc rsv hosp,2026-03-28,quantile,0.5,52.5
2026-03-28,32,0,wk inc rsv hosp,2026-03-28,quantile,0.55,55
2026-03-28,32,0,wk inc rsv hosp,2026-03-28,quantile,0.6,55.75
2026-03-28,32,0,wk inc rsv hosp,2026-03-28,quantile,0.65,56.75
2026-03-28,32,0,wk inc rsv hosp,2026-03-28,quantile,0.7,59.5
2026-03-28,32,0,wk inc rsv hosp,2026-03-28,quantile,0.75,61.5
2026-03-28,32,0,wk inc rsv hosp,2026-03-28,quantile,0.8,63
2026-03-28,32,0,wk inc rsv hosp,2026-03-28,quantile,0.85,65.5
2026-03-28,32,0,wk inc rsv hosp,2026-03-28,quantile,0.9,68.5
2026-03-28,32,0,wk inc rsv hosp,2026-03-28,quantile,0.95,73
2026-03-28,32,0,wk inc rsv hosp,2026-03-28,quantile,0.975,76.5
2026-03-28,32,0,wk inc rsv hosp,2026-03-28,quantile,0.99,83.5
2026-03-28,32,1,wk inc rsv hosp,2026-04-04,quantile,0.01,19.75
2026-03-28,32,1,wk inc rsv hosp,2026-04-04,quantile,0.025,25.25
2026-03-28,32,1,wk inc rsv hosp,2026-04-04,quantile,0.05,28.975
2026-03-28,32,1,wk inc rsv hosp,2026-04-04,quantile,0.1,31.5
2026-03-28,32,1,wk inc rsv hosp,2026-04-04,quantile,0.15,33.5
2026-03-28,32,1,wk inc rsv hosp,2026-04-04,quantile,0.2,35
2026-03-28,32,1,wk inc rsv hosp,2026-04-04,quantile,0.25,37
2026-03-28,32,1,wk inc rsv hosp,2026-04-04,quantile,0.3,37.75
2026-03-28,32,1,wk inc rsv hosp,2026-04-04,quantile,0.35,38.75
2026-03-28,32,1,wk inc rsv hosp,2026-04-04,quantile,0.4,40
2026-03-28,32,1,wk inc rsv hosp,2026-04-04,quantile,0.45,41.25
2026-03-28,32,1,wk inc rsv hosp,2026-04-04,quantile,0.5,43
2026-03-28,32,1,wk inc rsv hosp,2026-04-04,quantile,0.55,46
2026-03-28,32,1,wk inc rsv hosp,2026-04-04,quantile,0.6,47.25
2026-03-28,32,1,wk inc rsv hosp,2026-04-04,quantile,0.65,48.25
2026-03-28,32,1,wk inc rsv hosp,2026-04-04,quantile,0.7,50
2026-03-28,32,1,wk inc rsv hosp,2026-04-04,quantile,0.75,51.5
2026-03-28,32,1,wk inc rsv hosp,2026-04-04,quantile,0.8,55.5
2026-03-28,32,1,wk inc rsv hosp,2026-04-04,quantile,0.85,58.5
2026-03-28,32,1,wk inc rsv hosp,2026-04-04,quantile,0.9,63
2026-03-28,32,1,wk inc rsv hosp,2026-04-04,quantile,0.95,69
2026-03-28,32,1,wk inc rsv hosp,2026-04-04,quantile,0.975,75.26249999999993
2026-03-28,32,1,wk inc rsv hosp,2026-04-04,quantile,0.99,87.5
2026-03-28,32,2,wk inc rsv hosp,2026-04-11,quantile,0.01,13
2026-03-28,32,2,wk inc rsv hosp,2026-04-11,quantile,0.025,18
2026-03-28,32,2,wk inc rsv hosp,2026-04-11,quantile,0.05,20
2026-03-28,32,2,wk inc rsv hosp,2026-04-11,quantile,0.1,23
2026-03-28,32,2,wk inc rsv hosp,2026-04-11,quantile,0.15,25
2026-03-28,32,2,wk inc rsv hosp,2026-04-11,quantile,0.2,27
2026-03-28,32,2,wk inc rsv hosp,2026-04-11,quantile,0.25,28
2026-03-28,32,2,wk inc rsv hosp,2026-04-11,quantile,0.3,30
2026-03-28,32,2,wk inc rsv hosp,2026-04-11,quantile,0.35,31
2026-03-28,32,2,wk inc rsv hosp,2026-04-11,quantile,0.4,32
2026-03-28,32,2,wk inc rsv hosp,2026-04-11,quantile,0.45,33.5
2026-03-28,32,2,wk inc rsv hosp,2026-04-11,quantile,0.5,34.5
2026-03-28,32,2,wk inc rsv hosp,2026-04-11,quantile,0.55,36.5
2026-03-28,32,2,wk inc rsv hosp,2026-04-11,quantile,0.6,38.5
2026-03-28,32,2,wk inc rsv hosp,2026-04-11,quantile,0.65,40
2026-03-28,32,2,wk inc rsv hosp,2026-04-11,quantile,0.7,40.5
2026-03-28,32,2,wk inc rsv hosp,2026-04-11,quantile,0.75,44.5
2026-03-28,32,2,wk inc rsv hosp,2026-04-11,quantile,0.8,47.5
2026-03-28,32,2,wk inc rsv hosp,2026-04-11,quantile,0.85,50.5
2026-03-28,32,2,wk inc rsv hosp,2026-04-11,quantile,0.9,55
2026-03-28,32,2,wk inc rsv hosp,2026-04-11,quantile,0.95,62
2026-03-28,32,2,wk inc rsv hosp,2026-04-11,quantile,0.975,68
2026-03-28,32,2,wk inc rsv hosp,2026-04-11,quantile,0.99,83
2026-03-28,32,3,wk inc rsv hosp,2026-04-18,quantile,0.01,10
2026-03-28,32,3,wk inc rsv hosp,2026-04-18,quantile,0.025,12.5
2026-03-28,32,3,wk inc rsv hosp,2026-04-18,quantile,0.05,14
2026-03-28,32,3,wk inc rsv hosp,2026-04-18,quantile,0.1,16
2026-03-28,32,3,wk inc rsv hosp,2026-04-18,quantile,0.15,18
2026-03-28,32,3,wk inc rsv hosp,2026-04-18,quantile,0.2,20
2026-03-28,32,3,wk inc rsv hosp,2026-04-18,quantile,0.25,21
2026-03-28,32,3,wk inc rsv hosp,2026-04-18,quantile,0.3,23
2026-03-28,32,3,wk inc rsv hosp,2026-04-18,quantile,0.35,24
2026-03-28,32,3,wk inc rsv hosp,2026-04-18,quantile,0.4,26
2026-03-28,32,3,wk inc rsv hosp,2026-04-18,quantile,0.45,27
2026-03-28,32,3,wk inc rsv hosp,2026-04-18,quantile,0.5,28.5
2026-03-28,32,3,wk inc rsv hosp,2026-04-18,quantile,0.55,29
2026-03-28,32,3,wk inc rsv hosp,2026-04-18,quantile,0.6,29
2026-03-28,32,3,wk inc rsv hosp,2026-04-18,quantile,0.65,31
2026-03-28,32,3,wk inc rsv hosp,2026-04-18,quantile,0.7,32
2026-03-28,32,3,wk inc rsv hosp,2026-04-18,quantile,0.75,33
2026-03-28,32,3,wk inc rsv hosp,2026-04-18,quantile,0.8,35.5
2026-03-28,32,3,wk inc rsv hosp,2026-04-18,quantile,0.85,38.5
2026-03-28,32,3,wk inc rsv hosp,2026-04-18,quantile,0.9,44
2026-03-28,32,3,wk inc rsv hosp,2026-04-18,quantile,0.95,55
2026-03-28,32,3,wk inc rsv hosp,2026-04-18,quantile,0.975,61
2026-03-28,32,3,wk inc rsv hosp,2026-04-18,quantile,0.99,67.5
2026-03-28,33,-1,wk inc rsv hosp,2026-03-21,quantile,0.01,22
2026-03-28,33,-1,wk inc rsv hosp,2026-03-21,quantile,0.025,24
2026-03-28,33,-1,wk inc rsv hosp,2026-03-21,quantile,0.05,26
2026-03-28,33,-1,wk inc rsv hosp,2026-03-21,quantile,0.1,28
2026-03-28,33,-1,wk inc rsv hosp,2026-03-21,quantile,0.15,30
2026-03-28,33,-1,wk inc rsv hosp,2026-03-21,quantile,0.2,31
2026-03-28,33,-1,wk inc rsv hosp,2026-03-21,quantile,0.25,33
2026-03-28,33,-1,wk inc rsv hosp,2026-03-21,quantile,0.3,34
2026-03-28,33,-1,wk inc rsv hosp,2026-03-21,quantile,0.35,35
2026-03-28,33,-1,wk inc rsv hosp,2026-03-21,quantile,0.4,36
2026-03-28,33,-1,wk inc rsv hosp,2026-03-21,quantile,0.45,37
2026-03-28,33,-1,wk inc rsv hosp,2026-03-21,quantile,0.5,37
2026-03-28,33,-1,wk inc rsv hosp,2026-03-21,quantile,0.55,38
2026-03-28,33,-1,wk inc rsv hosp,2026-03-21,quantile,0.6,40
2026-03-28,33,-1,wk inc rsv hosp,2026-03-21,quantile,0.65,41
2026-03-28,33,-1,wk inc rsv hosp,2026-03-21,quantile,0.7,42
2026-03-28,33,-1,wk inc rsv hosp,2026-03-21,quantile,0.75,43
2026-03-28,33,-1,wk inc rsv hosp,2026-03-21,quantile,0.8,44.200000000000045
2026-03-28,33,-1,wk inc rsv hosp,2026-03-21,quantile,0.85,46
2026-03-28,33,-1,wk inc rsv hosp,2026-03-21,quantile,0.9,49
2026-03-28,33,-1,wk inc rsv hosp,2026-03-21,quantile,0.95,51
2026-03-28,33,-1,wk inc rsv hosp,2026-03-21,quantile,0.975,54.024999999999864
2026-03-28,33,-1,wk inc rsv hosp,2026-03-21,quantile,0.99,58.00999999999999
2026-03-28,33,0,wk inc rsv hosp,2026-03-28,quantile,0.01,16.75
2026-03-28,33,0,wk inc rsv hosp,2026-03-28,quantile,0.025,19.25
2026-03-28,33,0,wk inc rsv hosp,2026-03-28,quantile,0.05,21.75
2026-03-28,33,0,wk inc rsv hosp,2026-03-28,quantile,0.1,24.75
2026-03-28,33,0,wk inc rsv hosp,2026-03-28,quantile,0.15,26.25
2026-03-28,33,0,wk inc rsv hosp,2026-03-28,quantile,0.2,28.400000000000006
2026-03-28,33,0,wk inc rsv hosp,2026-03-28,quantile,0.25,29.5
2026-03-28,33,0,wk inc rsv hosp,2026-03-28,quantile,0.3,30.25
2026-03-28,33,0,wk inc rsv hosp,2026-03-28,quantile,0.35,31.75
2026-03-28,33,0,wk inc rsv hosp,2026-03-28,quantile,0.4,33.5
2026-03-28,33,0,wk inc rsv hosp,2026-03-28,quantile,0.45,34.25
2026-03-28,33,0,wk inc rsv hosp,2026-03-28,quantile,0.5,35.25
2026-03-28,33,0,wk inc rsv hosp,2026-03-28,quantile,0.55,36.5
2026-03-28,33,0,wk inc rsv hosp,2026-03-28,quantile,0.6,38
2026-03-28,33,0,wk inc rsv hosp,2026-03-28,quantile,0.65,39.75
2026-03-28,33,0,wk inc rsv hosp,2026-03-28,quantile,0.7,40.5
2026-03-28,33,0,wk inc rsv hosp,2026-03-28,quantile,0.75,42.25
2026-03-28,33,0,wk inc rsv hosp,2026-03-28,quantile,0.8,43.5
2026-03-28,33,0,wk inc rsv hosp,2026-03-28,quantile,0.85,46
2026-03-28,33,0,wk inc rsv hosp,2026-03-28,quantile,0.9,50
2026-03-28,33,0,wk inc rsv hosp,2026-03-28,quantile,0.95,57
2026-03-28,33,0,wk inc rsv hosp,2026-03-28,quantile,0.975,62
2026-03-28,33,0,wk inc rsv hosp,2026-03-28,quantile,0.99,66.5
2026-03-28,33,1,wk inc rsv hosp,2026-04-04,quantile,0.01,13
2026-03-28,33,1,wk inc rsv hosp,2026-04-04,quantile,0.025,16
2026-03-28,33,1,wk inc rsv hosp,2026-04-04,quantile,0.05,17.25
2026-03-28,33,1,wk inc rsv hosp,2026-04-04,quantile,0.1,20
2026-03-28,33,1,wk inc rsv hosp,2026-04-04,quantile,0.15,22
2026-03-28,33,1,wk inc rsv hosp,2026-04-04,quantile,0.2,23.5
2026-03-28,33,1,wk inc rsv hosp,2026-04-04,quantile,0.25,24.75
2026-03-28,33,1,wk inc rsv hosp,2026-04-04,quantile,0.3,25.5
2026-03-28,33,1,wk inc rsv hosp,2026-04-04,quantile,0.35,26
2026-03-28,33,1,wk inc rsv hosp,2026-04-04,quantile,0.4,28
2026-03-28,33,1,wk inc rsv hosp,2026-04-04,quantile,0.45,29
2026-03-28,33,1,wk inc rsv hosp,2026-04-04,quantile,0.5,30.75
2026-03-28,33,1,wk inc rsv hosp,2026-04-04,quantile,0.55,31.5
2026-03-28,33,1,wk inc rsv hosp,2026-04-04,quantile,0.6,33
2026-03-28,33,1,wk inc rsv hosp,2026-04-04,quantile,0.65,34.25
2026-03-28,33,1,wk inc rsv hosp,2026-04-04,quantile,0.7,36
2026-03-28,33,1,wk inc rsv hosp,2026-04-04,quantile,0.75,37.5
2026-03-28,33,1,wk inc rsv hosp,2026-04-04,quantile,0.8,39.25
2026-03-28,33,1,wk inc rsv hosp,2026-04-04,quantile,0.85,41.5
2026-03-28,33,1,wk inc rsv hosp,2026-04-04,quantile,0.9,46
2026-03-28,33,1,wk inc rsv hosp,2026-04-04,quantile,0.95,54.02499999999998
2026-03-28,33,1,wk inc rsv hosp,2026-04-04,quantile,0.975,62.5
2026-03-28,33,1,wk inc rsv hosp,2026-04-04,quantile,0.99,73.5
2026-03-28,33,2,wk inc rsv hosp,2026-04-11,quantile,0.01,6.5
2026-03-28,33,2,wk inc rsv hosp,2026-04-11,quantile,0.025,10
2026-03-28,33,2,wk inc rsv hosp,2026-04-11,quantile,0.05,10.5
2026-03-28,33,2,wk inc rsv hosp,2026-04-11,quantile,0.1,15
2026-03-28,33,2,wk inc rsv hosp,2026-04-11,quantile,0.15,17
2026-03-28,33,2,wk inc rsv hosp,2026-04-11,quantile,0.2,17.5
2026-03-28,33,2,wk inc rsv hosp,2026-04-11,quantile,0.25,18
2026-03-28,33,2,wk inc rsv hosp,2026-04-11,quantile,0.3,18.5
2026-03-28,33,2,wk inc rsv hosp,2026-04-11,quantile,0.35,19
2026-03-28,33,2,wk inc rsv hosp,2026-04-11,quantile,0.4,20
2026-03-28,33,2,wk inc rsv hosp,2026-04-11,quantile,0.45,21.5
2026-03-28,33,2,wk inc rsv hosp,2026-04-11,quantile,0.5,22
2026-03-28,33,2,wk inc rsv hosp,2026-04-11,quantile,0.55,23
2026-03-28,33,2,wk inc rsv hosp,2026-04-11,quantile,0.6,23.5
2026-03-28,33,2,wk inc rsv hosp,2026-04-11,quantile,0.65,26
2026-03-28,33,2,wk inc rsv hosp,2026-04-11,quantile,0.7,26.5
2026-03-28,33,2,wk inc rsv hosp,2026-04-11,quantile,0.75,27.5
2026-03-28,33,2,wk inc rsv hosp,2026-04-11,quantile,0.8,29
2026-03-28,33,2,wk inc rsv hosp,2026-04-11,quantile,0.85,31
2026-03-28,33,2,wk inc rsv hosp,2026-04-11,quantile,0.9,35
2026-03-28,33,2,wk inc rsv hosp,2026-04-11,quantile,0.95,44
2026-03-28,33,2,wk inc rsv hosp,2026-04-11,quantile,0.975,53
2026-03-28,33,2,wk inc rsv hosp,2026-04-11,quantile,0.99,67
2026-03-28,33,3,wk inc rsv hosp,2026-04-18,quantile,0.01,6.5
2026-03-28,33,3,wk inc rsv hosp,2026-04-18,quantile,0.025,8
2026-03-28,33,3,wk inc rsv hosp,2026-04-18,quantile,0.05,9
2026-03-28,33,3,wk inc rsv hosp,2026-04-18,quantile,0.1,12.5
2026-03-28,33,3,wk inc rsv hosp,2026-04-18,quantile,0.15,13.5
2026-03-28,33,3,wk inc rsv hosp,2026-04-18,quantile,0.2,14.5
2026-03-28,33,3,wk inc rsv hosp,2026-04-18,quantile,0.25,14.5
2026-03-28,33,3,wk inc rsv hosp,2026-04-18,quantile,0.3,15
2026-03-28,33,3,wk inc rsv hosp,2026-04-18,quantile,0.35,15.5
2026-03-28,33,3,wk inc rsv hosp,2026-04-18,quantile,0.4,15.5
2026-03-28,33,3,wk inc rsv hosp,2026-04-18,quantile,0.45,16.5
2026-03-28,33,3,wk inc rsv hosp,2026-04-18,quantile,0.5,18
2026-03-28,33,3,wk inc rsv hosp,2026-04-18,quantile,0.55,19
2026-03-28,33,3,wk inc rsv hosp,2026-04-18,quantile,0.6,20
2026-03-28,33,3,wk inc rsv hosp,2026-04-18,quantile,0.65,20.5
2026-03-28,33,3,wk inc rsv hosp,2026-04-18,quantile,0.7,21
2026-03-28,33,3,wk inc rsv hosp,2026-04-18,quantile,0.75,21.5
2026-03-28,33,3,wk inc rsv hosp,2026-04-18,quantile,0.8,23.5
2026-03-28,33,3,wk inc rsv hosp,2026-04-18,quantile,0.85,24
2026-03-28,33,3,wk inc rsv hosp,2026-04-18,quantile,0.9,27
2026-03-28,33,3,wk inc rsv hosp,2026-04-18,quantile,0.95,35
2026-03-28,33,3,wk inc rsv hosp,2026-04-18,quantile,0.975,43
2026-03-28,33,3,wk inc rsv hosp,2026-04-18,quantile,0.99,59
2026-03-28,34,-1,wk inc rsv hosp,2026-03-21,quantile,0.01,152.99
2026-03-28,34,-1,wk inc rsv hosp,2026-03-21,quantile,0.025,168
2026-03-28,34,-1,wk inc rsv hosp,2026-03-21,quantile,0.05,176.95
2026-03-28,34,-1,wk inc rsv hosp,2026-03-21,quantile,0.1,188
2026-03-28,34,-1,wk inc rsv hosp,2026-03-21,quantile,0.15,195
2026-03-28,34,-1,wk inc rsv hosp,2026-03-21,quantile,0.2,201
2026-03-28,34,-1,wk inc rsv hosp,2026-03-21,quantile,0.25,206
2026-03-28,34,-1,wk inc rsv hosp,2026-03-21,quantile,0.3,210
2026-03-28,34,-1,wk inc rsv hosp,2026-03-21,quantile,0.35,213.64999999999998
2026-03-28,34,-1,wk inc rsv hosp,2026-03-21,quantile,0.4,217.60000000000002
2026-03-28,34,-1,wk inc rsv hosp,2026-03-21,quantile,0.45,221
2026-03-28,34,-1,wk inc rsv hosp,2026-03-21,quantile,0.5,225
2026-03-28,34,-1,wk inc rsv hosp,2026-03-21,quantile,0.55,229
2026-03-28,34,-1,wk inc rsv hosp,2026-03-21,quantile,0.6,233
2026-03-28,34,-1,wk inc rsv hosp,2026-03-21,quantile,0.65,237
2026-03-28,34,-1,wk inc rsv hosp,2026-03-21,quantile,0.7,241
2026-03-28,34,-1,wk inc rsv hosp,2026-03-21,quantile,0.75,245
2026-03-28,34,-1,wk inc rsv hosp,2026-03-21,quantile,0.8,250
2026-03-28,34,-1,wk inc rsv hosp,2026-03-21,quantile,0.85,257
2026-03-28,34,-1,wk inc rsv hosp,2026-03-21,quantile,0.9,265
2026-03-28,34,-1,wk inc rsv hosp,2026-03-21,quantile,0.95,279
2026-03-28,34,-1,wk inc rsv hosp,2026-03-21,quantile,0.975,291
2026-03-28,34,-1,wk inc rsv hosp,2026-03-21,quantile,0.99,309
2026-03-28,34,0,wk inc rsv hosp,2026-03-28,quantile,0.01,94.495
2026-03-28,34,0,wk inc rsv hosp,2026-03-28,quantile,0.025,133.5
2026-03-28,34,0,wk inc rsv hosp,2026-03-28,quantile,0.05,153.5
2026-03-28,34,0,wk inc rsv hosp,2026-03-28,quantile,0.1,165.5
2026-03-28,34,0,wk inc rsv hosp,2026-03-28,quantile,0.15,173.5
2026-03-28,34,0,wk inc rsv hosp,2026-03-28,quantile,0.2,176.75
2026-03-28,34,0,wk inc rsv hosp,2026-03-28,quantile,0.25,181
2026-03-28,34,0,wk inc rsv hosp,2026-03-28,quantile,0.3,183.75
2026-03-28,34,0,wk inc rsv hosp,2026-03-28,quantile,0.35,190
2026-03-28,34,0,wk inc rsv hosp,2026-03-28,quantile,0.4,194.5
2026-03-28,34,0,wk inc rsv hosp,2026-03-28,quantile,0.45,199.25
2026-03-28,34,0,wk inc rsv hosp,2026-03-28,quantile,0.5,201.5
2026-03-28,34,0,wk inc rsv hosp,2026-03-28,quantile,0.55,203.75
2026-03-28,34,0,wk inc rsv hosp,2026-03-28,quantile,0.6,208.25
2026-03-28,34,0,wk inc rsv hosp,2026-03-28,quantile,0.65,213
2026-03-28,34,0,wk inc rsv hosp,2026-03-28,quantile,0.7,221
2026-03-28,34,0,wk inc rsv hosp,2026-03-28,quantile,0.75,231
2026-03-28,34,0,wk inc rsv hosp,2026-03-28,quantile,0.8,239.5
2026-03-28,34,0,wk inc rsv hosp,2026-03-28,quantile,0.85,247
2026-03-28,34,0,wk inc rsv hosp,2026-03-28,quantile,0.9,256.5
2026-03-28,34,0,wk inc rsv hosp,2026-03-28,quantile,0.95,272
2026-03-28,34,0,wk inc rsv hosp,2026-03-28,quantile,0.975,286
2026-03-28,34,0,wk inc rsv hosp,2026-03-28,quantile,0.99,308.265
2026-03-28,34,1,wk inc rsv hosp,2026-04-04,quantile,0.01,72
2026-03-28,34,1,wk inc rsv hosp,2026-04-04,quantile,0.025,109.25
2026-03-28,34,1,wk inc rsv hosp,2026-04-04,quantile,0.05,119
2026-03-28,34,1,wk inc rsv hosp,2026-04-04,quantile,0.1,127.25
2026-03-28,34,1,wk inc rsv hosp,2026-04-04,quantile,0.15,136
2026-03-28,34,1,wk inc rsv hosp,2026-04-04,quantile,0.2,140.5
2026-03-28,34,1,wk inc rsv hosp,2026-04-04,quantile,0.25,145.5
2026-03-28,34,1,wk inc rsv hosp,2026-04-04,quantile,0.3,150
2026-03-28,34,1,wk inc rsv hosp,2026-04-04,quantile,0.35,152.75
2026-03-28,34,1,wk inc rsv hosp,2026-04-04,quantile,0.4,159.75
2026-03-28,34,1,wk inc rsv hosp,2026-04-04,quantile,0.45,167
2026-03-28,34,1,wk inc rsv hosp,2026-04-04,quantile,0.5,172.75
2026-03-28,34,1,wk inc rsv hosp,2026-04-04,quantile,0.55,175.5
2026-03-28,34,1,wk inc rsv hosp,2026-04-04,quantile,0.6,178.5
2026-03-28,34,1,wk inc rsv hosp,2026-04-04,quantile,0.65,183
2026-03-28,34,1,wk inc rsv hosp,2026-04-04,quantile,0.7,185.75
2026-03-28,34,1,wk inc rsv hosp,2026-04-04,quantile,0.75,193.5
2026-03-28,34,1,wk inc rsv hosp,2026-04-04,quantile,0.8,206.5
2026-03-28,34,1,wk inc rsv hosp,2026-04-04,quantile,0.85,221.5
2026-03-28,34,1,wk inc rsv hosp,2026-04-04,quantile,0.9,238.5
2026-03-28,34,1,wk inc rsv hosp,2026-04-04,quantile,0.95,258.025
2026-03-28,34,1,wk inc rsv hosp,2026-04-04,quantile,0.975,274
2026-03-28,34,1,wk inc rsv hosp,2026-04-04,quantile,0.99,294.005
2026-03-28,34,2,wk inc rsv hosp,2026-04-11,quantile,0.01,38
2026-03-28,34,2,wk inc rsv hosp,2026-04-11,quantile,0.025,81
2026-03-28,34,2,wk inc rsv hosp,2026-04-11,quantile,0.05,89
2026-03-28,34,2,wk inc rsv hosp,2026-04-11,quantile,0.1,97
2026-03-28,34,2,wk inc rsv hosp,2026-04-11,quantile,0.15,105
2026-03-28,34,2,wk inc rsv hosp,2026-04-11,quantile,0.2,111
2026-03-28,34,2,wk inc rsv hosp,2026-04-11,quantile,0.25,116
2026-03-28,34,2,wk inc rsv hosp,2026-04-11,quantile,0.3,122
2026-03-28,34,2,wk inc rsv hosp,2026-04-11,quantile,0.35,127
2026-03-28,34,2,wk inc rsv hosp,2026-04-11,quantile,0.4,129
2026-03-28,34,2,wk inc rsv hosp,2026-04-11,quantile,0.45,136
2026-03-28,34,2,wk inc rsv hosp,2026-04-11,quantile,0.5,141
2026-03-28,34,2,wk inc rsv hosp,2026-04-11,quantile,0.55,142
2026-03-28,34,2,wk inc rsv hosp,2026-04-11,quantile,0.6,146.5
2026-03-28,34,2,wk inc rsv hosp,2026-04-11,quantile,0.65,154.5
2026-03-28,34,2,wk inc rsv hosp,2026-04-11,quantile,0.7,155.5
2026-03-28,34,2,wk inc rsv hosp,2026-04-11,quantile,0.75,156.5
2026-03-28,34,2,wk inc rsv hosp,2026-04-11,quantile,0.8,164.5
2026-03-28,34,2,wk inc rsv hosp,2026-04-11,quantile,0.85,171
2026-03-28,34,2,wk inc rsv hosp,2026-04-11,quantile,0.9,201
2026-03-28,34,2,wk inc rsv hosp,2026-04-11,quantile,0.95,219
2026-03-28,34,2,wk inc rsv hosp,2026-04-11,quantile,0.975,236
2026-03-28,34,2,wk inc rsv hosp,2026-04-11,quantile,0.99,270
2026-03-28,34,3,wk inc rsv hosp,2026-04-18,quantile,0.01,30.5
2026-03-28,34,3,wk inc rsv hosp,2026-04-18,quantile,0.025,57
2026-03-28,34,3,wk inc rsv hosp,2026-04-18,quantile,0.05,63
2026-03-28,34,3,wk inc rsv hosp,2026-04-18,quantile,0.1,71
2026-03-28,34,3,wk inc rsv hosp,2026-04-18,quantile,0.15,77
2026-03-28,34,3,wk inc rsv hosp,2026-04-18,quantile,0.2,83
2026-03-28,34,3,wk inc rsv hosp,2026-04-18,quantile,0.25,88
2026-03-28,34,3,wk inc rsv hosp,2026-04-18,quantile,0.3,92
2026-03-28,34,3,wk inc rsv hosp,2026-04-18,quantile,0.35,97
2026-03-28,34,3,wk inc rsv hosp,2026-04-18,quantile,0.4,101
2026-03-28,34,3,wk inc rsv hosp,2026-04-18,quantile,0.45,106
2026-03-28,34,3,wk inc rsv hosp,2026-04-18,quantile,0.5,111
2026-03-28,34,3,wk inc rsv hosp,2026-04-18,quantile,0.55,115
2026-03-28,34,3,wk inc rsv hosp,2026-04-18,quantile,0.6,120
